id. Response ID,submitdate. Date submitted,Month Year[subm...Date submitted],Month[Month Yea...ate submitted]],Year[Month Year...ate submitted]],lastpage. Last page,Carmain,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,"FCV, BEV Dummy",,,,,,,
FCV_1_162,2017/06/08 15:33:24,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,125000,1.39,1,1,4,,0,,1,75,1,1,8040,0,,,,,,,
FCV_1_163,2017/06/08 15:40:24,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,175000,2.75,1,1,4,197.05,15,4.93,2,35,0,1,20500,0,,,,,,,
FCV_1_165,2017/06/08 17:22:39,06/2017,6,2017,42,2017 Toyota Mirai,0,1,0,0,125000,1.34,0,0,3,79.19,20,1,2,65,0,2,-59200,0,,,,,,,
FCV_1_166,2017/06/08 18:12:47,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,125000,2.75,1,1,2,,0,5.46,2,65,1,3,4336,0,,,,,,,
FCV_1_167,2017/06/08 18:29:24,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,125000,2.72,1,1,4,439.8,0,11.8,2,65,0,2,6947.368421,0,,,,,,,
FCV_1_168,2017/06/08 19:32:12,06/2017,6,2017,42,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_169,2017/06/08 20:50:13,06/2017,6,2017,42,2017 Toyota Mirai,1,1,0,0,,-3,1,1,4,358.87,0,36.78,4,45,1,3,12800,0,,,,,,,
FCV_1_170,2017/06/08 21:32:50,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,125000,2.86,1,1,4,349.26,1,8,2,65,0,3,5142.857143,0,,,,,,,
FCV_1_171,2017/06/08 21:56:01,06/2017,6,2017,42,2016 Toyota Mirai,1,0,0,0,225000,2.87,1,1,2,351.13,2,51.41,2,55,0,2,27570,0,,,,,,,
FCV_1_172,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_173,2017/06/08 22:50:54,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,75000,2.03,1,1,4,,0,6.2,1,80,0,1,7100,0,,,,,,,
FCV_1_174,2017/06/08 22:41:48,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,225000,2.84,1,1,3,534.1,0,11.87,4,45,0,3,8500.8,0,,,,,,,
FCV_1_175,2017/06/12 07:17:30,06/2017,6,2017,42,2016 Toyota Mirai,1,0,0,0,275000,0.96,1,1,4,,0,8.65,4,55,0,3,14000,0,,,,,,,
FCV_1_176,2017/06/09 10:18:08,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,175000,-0.74,1,1,4,371.97,1,14.17,4,45,0,3,9840,0,,,,,,,
FCV_1_177,2017/06/09 11:33:37,06/2017,6,2017,42,2017 Honda Clarity,0,1,1,0,500000,2.66,1,0,4,278.41,2,11.26,4,65,0,3,7680,0,,,,,,,
FCV_1_178,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_179,2017/06/09 11:58:10,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,175000,0,1,1,3,115.95,0,47.62,3,35,0,3,10221.33333,0,,,,,,,
FCV_1_180,,,,,11,2017 Honda Clarity,0,0,0,0,,,,,,,,,,,,4,,0,,,,,,,
FCV_1_181,2017/06/09 12:10:21,06/2017,6,2017,42,2016 Toyota Mirai,1,0,0,0,175000,2.78,1,0,4,117.52,2,3.82,1,65,0,2,8800,0,,,,,,,
FCV_1_182,2017/06/09 15:52:34,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,,2.75,1,1,4,,0,17.17,3,35,0,3,10920,0,,,,,,,
FCV_1_183,2017/06/09 16:17:50,06/2017,6,2017,42,-1 -1 -1,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_184,2017/06/09 16:42:09,06/2017,6,2017,42,2015 Hyundai Tucson,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_185,2017/06/09 16:59:35,06/2017,6,2017,42,2015 Hyundai Tuscan,0,0,0,0,325000,1.55,1,1,4,243.04,0,8.19,2,35,0,2,15333.33333,0,,,,,,,
FCV_1_186,,,,,3,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_187,,,,,29,2016 Toyota Mirai,0,0,0,0,,,,,,42.47,30,,2,55,1,2,,0,,,,,,,
FCV_1_188,2017/06/09 19:35:34,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,125000,2.61,1,0,4,148.9,2,33.27,3,55,1,4,12428.57143,0,,,,,,,
FCV_1_189,,,,,10,2017 Toyota Mirai,0,0,0,0,,,,,,,,,,,,2,,0,,,,,,,
FCV_1_190,2017/06/14 11:10:32,06/2017,6,2017,42,2015 hyundai tuscon,0,0,1,0,175000,2.56,1,1,3,86.33,12,8.17,2,65,0,3,11571.72414,0,,,,,,,
FCV_1_191,2017/06/10 01:17:45,06/2017,6,2017,42,2016 hyundai Tuscon,0,0,1,0,,2.46,1,1,4,,0,34.83,4,45,1,2,22500,0,,,,,,,
FCV_1_192,,,,,34,2016 Toyota Mirai,0,0,1,0,,,,,,79.01,0,9.9,4,55,0,2,,0,,,,,,,
FCV_1_193,2017/06/10 08:20:26,06/2017,6,2017,42,2016 Toyota Mirai,0,1,1,0,275000,1.67,1,0,4,171.94,6,2.39,1,65,0,1,7764.705882,0,,,,,,,
FCV_1_194,,,,,3,2016 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_195,2017/07/08 16:40:28,07/2017,7,2017,42,2016 Toyota Mirai,0,0,0,0,125000,0,1,1,3,,0,20.46,4,,,4,14400,0,,,,,,,
FCV_1_196,2017/06/10 11:13:14,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,50000,2.81,1,0,3,432.06,2,,4,45,0,2,19500,0,,,,,,,
FCV_1_197,,,,,2,-1 -1 -1,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_198,2017/06/10 13:33:57,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,175000,2.64,1,0,2,,0,18.77,2,65,0,2,14666.66667,0,,,,,,,
FCV_1_199,2017/06/10 13:30:00,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,225000,2.61,1,0,3,413.11,8,45.25,2,55,0,2,8666.666667,0,,,,,,,
FCV_1_200,2017/06/10 18:04:12,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,75000,2.95,0,0,2,78.14,1,21.82,2,45,1,3,13608,0,,,,,,,
FCV_1_201,,,,,9,2017 Toyota Mirai,0,1,1,0,,,,,,,,,,,,3,,0,,,,,,,
FCV_1_202,2017/06/10 21:16:36,06/2017,6,2017,42,2015 Hyundai Tucson,0,0,0,0,275000,2.49,1,1,4,,0,16.62,4,45,0,2,16179.31034,0,,,,,,,
FCV_1_203,2017/06/11 00:56:06,06/2017,6,2017,42,2017 Hyundai  Tuscon,0,1,0,0,500000,0.72,1,1,4,125.12,200,26,5,55,0,4,20520,0,,,,,,,
FCV_1_204,2017/06/27 10:35:35,06/2017,6,2017,42,2015 Hyundai Tucson,0,0,1,0,375000,2.72,1,1,3,125.26,6,7.58,3,45,0,4,10181.81818,0,,,,,,,
FCV_1_205,,,,,3,2016 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_206,2017/06/11 13:01:53,06/2017,6,2017,42,2017 Toyota Mirai,1,0,0,0,225000,2.42,1,1,4,466.58,0,5.58,2,65,0,2,8265,0,,,,,,,
FCV_1_207,2017/06/11 13:22:39,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,75000,2.51,0,0,2,323.3,2,51.6,1,35,0,2,14113.2,0,,,,,,,
FCV_1_208,2017/06/11 15:29:00,06/2017,6,2017,42,2017 Hyundi Tucson,0,1,0,0,425000,0.58,1,1,3,140.09,0,6.52,2,65,0,2,12564,0,,,,,,,
FCV_1_209,2017/06/11 19:04:59,06/2017,6,2017,42,2015 Hyundai  Tuscon,0,0,0,0,,2.77,1,1,4,395.73,1,5.82,2,65,1,3,10306.66667,0,,,,,,,
FCV_1_210,2017/06/11 18:40:44,06/2017,6,2017,42,2017 Toyota Mirai,1,0,1,0,325000,2.68,0,0,4,140.93,2,32.09,2,45,0,2,8250,0,,,,,,,
FCV_1_211,2017/06/27 21:47:19,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,175000,1.9,1,1,3,290.29,0,24.66,4,45,1,3,16860,0,,,,,,,
FCV_1_212,2017/06/11 20:36:18,06/2017,6,2017,42,2017 Toyota Mirai,1,1,0,0,225000,2.89,1,1,4,83.56,1,5.35,4,55,0,4,6000,0,,,,,,,
FCV_1_213,2017/06/11 20:56:51,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,,2.88,1,1,4,375.38,0,42.2,4,55,1,4,2400,0,,,,,,,
FCV_1_214,2017/06/11 22:24:22,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,,1.95,1,1,3,129.01,2,26.46,2,55,1,2,19800,0,,,,,,,
FCV_1_215,2017/06/11 22:45:22,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,225000,1.46,1,1,4,251.74,0,27.63,3,45,0,3,10600,0,,,,,,,
FCV_1_216,2017/06/12 03:49:46,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,50000,-1.76,1,0,4,346.59,0,4.5,3,55,0,3,10920,0,,,,,,,
FCV_1_217,2017/06/16 16:25:06,06/2017,6,2017,42,2014 Hyundai Tucson,0,1,0,0,125000,2.75,0,1,4,98.51,5,13.39,4,45,0,2,11272.72727,0,,,,,,,
FCV_1_218,2017/06/12 09:58:13,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,125000,1.53,0,0,3,104.78,24,13.96,1,45,0,1,14000,0,,,,,,,
FCV_1_219,2017/06/12 10:38:19,06/2017,6,2017,42,2015 Hyundai Tucson,0,0,0,0,175000,1.79,1,1,4,70.36,1,15.32,2,35,0,2,10838.70968,0,,,,,,,
FCV_1_220,2017/06/12 13:01:09,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,325000,,1,1,4,155.56,24,148.07,2,65,0,2,15789.47368,0,,,,,,,
FCV_1_221,2017/06/12 10:47:36,06/2017,6,2017,42,2015 Hyundai Tuscon,0,0,0,0,225000,,1,1,3,,12,12.36,4,55,,3,15567.31034,0,,,,,,,
FCV_1_222,2017/06/12 11:04:25,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,75000,1.73,1,1,4,203.66,0,15.01,4,35,0,3,9840,0,,,,,,,
FCV_1_223,2017/06/12 11:37:29,06/2017,6,2017,42,2015 Hyundai Tucson,0,0,1,0,75000,2.63,1,1,4,120.28,0,15.03,3,45,1,2,12631.57895,0,,,,,,,
FCV_1_224,2017/06/12 12:00:12,06/2017,6,2017,42,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_225,,,,,9,2016 Hyundai  Tuscon Fuel Cell,0,1,1,0,,,,,,,,,,,,4,,0,,,,,,,
FCV_1_226,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_227,2017/06/12 14:14:45,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,375000,2.7,1,1,4,714.56,2,62.63,2,55,0,2,7500,0,,,,,,,
FCV_1_228,2017/06/12 16:09:44,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,75000,1.54,1,1,2,410.51,220,1.49,4,75,0,5,75000,0,,,,,,,
FCV_1_229,,,,,-1,,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_230,2017/06/12 16:10:50,06/2017,6,2017,42,2017 Honda Clarity,0,0,1,0,325000,2.44,1,0,3,,0,5.17,1,35,0,1,13200,0,,,,,,,
FCV_1_231,2017/06/12 16:40:22,06/2017,6,2017,42,2017 Honda Clarity,0,0,0,0,75000,2.88,1,0,4,281.1,1,8.22,2,25,0,2,15000,0,,,,,,,
FCV_1_232,2017/06/12 16:32:53,06/2017,6,2017,42,2017 Honda Clarity,0,0,0,0,125000,1,1,1,4,409.57,2,4.82,4,45,0,3,7368,0,,,,,,,
FCV_1_233,2017/06/13 09:17:58,06/2017,6,2017,42,2017 Honda Clarity,0,0,0,0,225000,2.53,1,1,4,111.94,0,24.38,4,55,0,3,11760,0,,,,,,,
FCV_1_234,2017/06/29 16:47:01,06/2017,6,2017,42,2017 Honda Clarity,1,1,0,0,,0.32,1,1,,276.57,10,31.84,5,55,0,3,20913.6,0,,,,,,,
FCV_1_235,2017/06/12 16:48:54,06/2017,6,2017,42,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_236,2017/06/12 17:17:24,06/2017,6,2017,42,2017 Honda Clarity,1,0,1,0,125000,2.87,1,1,3,118.69,2,12.97,1,65,0,1,12588,0,,,,,,,
FCV_1_237,2017/06/12 17:44:19,06/2017,6,2017,42,2017 Honda Clarity,0,0,0,0,225000,1.42,1,1,2,88.21,2,12.95,4,55,0,3,13845.6,0,,,,,,,
FCV_1_238,2017/06/29 23:13:06,06/2017,6,2017,42,2015 Hyundai Tucson,1,0,1,0,225000,2.59,1,0,3,67.99,2,26.23,4,65,0,3,18285.71429,0,,,,,,,
FCV_1_239,2017/06/12 18:49:53,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,,1.29,0,1,4,584.35,2,11.19,5,45,0,4,10320,0,,,,,,,
FCV_1_240,2017/06/12 19:17:33,06/2017,6,2017,42,2016 Hyundai Tucson,0,0,0,0,75000,,1,1,3,1189.23,10,15.81,2,65,0,2,15927.27273,0,,,,,,,
FCV_1_241,2017/06/12 21:02:39,06/2017,6,2017,42,2017 Honda Clarity,0,0,0,0,125000,2.76,1,1,3,81.5,1,3.32,1,55,1,1,5616,0,,,,,,,
FCV_1_242,,,,,4,2016 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_243,2017/06/12 23:10:22,06/2017,6,2017,42,2015 Hyundai Tucson,0,0,0,0,325000,0.94,1,1,4,,0,20.18,2,55,0,2,15376.57143,0,,,,,,,
FCV_1_244,2017/06/13 08:32:26,06/2017,6,2017,42,2017 Toyota Mirai,1,0,1,0,175000,1.5,0,0,3,377.72,0,23.41,2,65,0,2,13580,0,,,,,,,
FCV_1_245,2017/06/16 20:17:22,06/2017,6,2017,42,2016 Hyundai Tucson,0,0,0,0,175000,2.79,1,0,2,98.88,1,9.65,1,65,0,1,6797,0,,,,,,,
FCV_1_246,2017/06/13 14:17:11,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,500000,2.92,0,1,4,,0,9.52,4,55,0,2,12000,0,,,,,,,
FCV_1_247,2017/06/13 15:02:32,06/2017,6,2017,42,2017 Honda Clarity,0,0,0,0,75000,0.89,1,0,2,447.83,1,4.52,2,65,0,2,14880,0,,,,,,,
FCV_1_248,2017/06/13 17:34:30,06/2017,6,2017,42,2017 Honda Clarity,1,1,0,0,125000,1.49,1,1,3,,0,32.1,4,65,0,4,21600,0,,,,,,,
FCV_1_249,2017/06/14 09:24:48,06/2017,6,2017,42,2016 Hyundai  Tucson,0,0,0,0,125000,0.89,1,1,3,243.44,0,22.07,2,55,0,3,14666.66667,0,,,,,,,
FCV_1_250,2017/06/14 09:55:47,06/2017,6,2017,42,2015 Hyundai Tuscon,0,0,0,0,175000,1.98,1,1,3,438,5,20.13,4,35,0,3,13333.33333,0,,,,,,,
FCV_1_251,2017/06/14 11:04:21,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,75000,2.78,0,0,3,236.77,2,14.89,1,35,0,1,20997,0,,,,,,,
FCV_1_252,,,,,25,2016 Toyota Mirai,0,0,0,0,,,,,,,,58.09,5,55,0,5,,0,,,,,,,
FCV_1_253,2017/06/14 14:52:51,06/2017,6,2017,42,2017 Toyota Mirai,1,0,0,0,225000,2.46,1,1,4,289.67,0,33.88,6,45,0,3,14000,0,,,,,,,
FCV_1_254,2017/06/14 18:45:33,06/2017,6,2017,42,2017 Hyundai Tucson,1,0,0,0,500000,2.85,1,1,3,103.68,2,9.38,4,45,0,1,8907,0,,,,,,,
FCV_1_255,2017/06/15 09:46:58,06/2017,6,2017,42,2017 Honda Clarity,0,0,0,0,375000,2.78,1,1,4,141.37,0,27.22,2,65,0,3,17316,0,,,,,,,
FCV_1_256,,,,,16,2016 Hyundai  Tucson,1,0,0,0,,,,,,,,,3,35,1,3,,0,,,,,,,
FCV_1_258,2017/06/16 10:20:37,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,125000,,1,1,3,,0,1.26,2,55,1,2,9942.857143,0,,,,,,,
FCV_1_259,2017/06/16 15:58:06,06/2017,6,2017,42,2017 Honda Clarity,0,1,0,0,125000,2.74,,1,3,473.66,6,11.81,4,45,0,4,18720,0,,,,,,,
FCV_1_260,2017/06/16 15:58:10,06/2017,6,2017,42,2016 Hyundai Tucson,0,0,0,0,175000,2.7,0,0,4,137.36,7,1.82,3,45,1,1,7000,0,,,,,,,
FCV_1_261,2017/06/17 22:18:54,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,175000,0.17,1,1,4,,0,19.97,2,65,0,2,13452,0,,,,,,,
FCV_1_262,2017/06/18 18:52:52,06/2017,6,2017,42,2015 Hyundai Tucson,0,0,0,0,175000,2.47,1,1,3,415.39,0,43.26,2,65,0,3,19800,0,,,,,,,
FCV_1_263,2017/06/20 12:18:01,06/2017,6,2017,42,2015 Hyundai Tucson,0,0,1,0,225000,2.76,0,0,4,788.46,1,24.94,2,35,0,3,12800,0,,,,,,,
FCV_1_264,2017/06/20 16:24:02,06/2017,6,2017,42,2016 Hyundai Tuscon,0,0,0,0,275000,1.61,0,1,3,241.52,0,33.59,3,55,1,3,13800,0,,,,,,,
FCV_1_265,2017/06/20 22:19:24,06/2017,6,2017,42,2017 Honda Clarity,0,1,0,0,125000,2.8,1,1,3,224.59,1,37.6,3,45,0,1,37800,0,,,,,,,
FCV_1_267,2017/06/21 14:02:55,06/2017,6,2017,42,-1 -1 -1,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_268,2017/06/21 21:14:06,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,325000,2.7,1,1,3,376.13,1,15.16,4,55,0,3,6000,0,,,,,,,
FCV_1_269,2017/06/23 00:49:44,06/2017,6,2017,42,2016 Toyota Mirai,1,0,0,0,175000,1.03,1,1,4,,0,23.25,2,45,1,2,17262,0,,,,,,,
FCV_1_270,,,,,15,2017 Honda Clarity,0,1,0,0,,,,,,,,,3,55,1,3,,0,,,,,,,
FCV_1_271,,,,,12,2017 Toyota Mirai,1,0,0,0,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_272,2017/06/22 16:43:52,06/2017,6,2017,42,2017 Honda Clarity,0,0,0,0,,0,1,1,3,936.95,0,28.37,2,65,0,3,15471,0,,,,,,,
FCV_1_273,2017/06/22 16:18:53,06/2017,6,2017,42,2017 Honda Clarity,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_274,,,,,35,2017 Toyota Mirai,0,0,0,0,,,,,,,0,14.82,5,35,0,2,,0,,,,,,,
FCV_1_275,2017/06/22 16:35:13,06/2017,6,2017,42,2016 Toyota Mirai,0,1,0,0,500000,2.53,1,1,4,154.72,24,2.94,2,65,0,2,8400,0,,,,,,,
FCV_1_276,2017/06/22 16:41:14,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,175000,2.63,1,0,4,201.25,0,17.01,4,45,0,2,7400,0,,,,,,,
FCV_1_277,2017/06/22 16:50:37,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,1,125000,0.31,1,1,4,675.24,1,14.16,4,55,0,4,18075,0,,,,,,,
FCV_1_278,2017/06/22 16:49:12,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,425000,2.65,1,1,3,99.03,0,,4,55,0,4,8932,0,,,,,,,
FCV_1_279,2017/06/22 16:56:05,06/2017,6,2017,42,2016 Toyota Mirai,0,1,0,0,125000,2.41,1,1,4,326.38,0,14.95,4,55,0,2,10200,0,,,,,,,
FCV_1_280,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_281,2017/06/22 17:00:17,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,125000,2.82,1,1,4,333.25,0,11.91,2,65,0,2,2880,0,,,,,,,
FCV_1_282,,,,,28,2016 Toyota Mirai,0,0,0,0,,,,,,,12,47.46,3,35,0,4,,0,,,,,,,
FCV_1_283,2017/06/22 16:35:08,06/2017,6,2017,42,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_284,2017/06/22 16:57:57,06/2017,6,2017,42,2017 Toyota Mirai,0,0,1,0,275000,2.36,1,1,2,222.46,0,18.1,3,55,0,3,11223,0,,,,,,,
FCV_1_285,2017/06/22 17:11:26,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,500000,2.74,1,1,3,,0,18.86,3,65,0,3,9000,0,,,,,,,
FCV_1_286,2017/06/22 18:08:42,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,125000,2.74,0,0,2,369.91,9,6.16,2,55,0,2,12750,0,,,,,,,
FCV_1_287,2017/06/22 17:22:59,06/2017,6,2017,42,2016 Hyundai Tucson,0,0,0,0,500000,2.7,1,1,4,141.3,6,,2,75,0,2,6400,0,,,,,,,
FCV_1_288,,,,,9,2017 Toyota Mirai,0,0,0,0,,,,,,,,,,,,3,,0,,,,,,,
FCV_1_289,2017/06/22 17:19:38,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,125000,2.77,1,1,2,385.47,0,,3,45,0,3,10800,0,,,,,,,
FCV_1_290,2017/06/22 17:46:09,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,125000,2.33,1,1,3,,0,34.98,3,65,0,3,12000,0,,,,,,,
FCV_1_291,,,,,3,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_292,2017/06/22 17:07:47,06/2017,6,2017,42,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_293,2017/06/22 17:44:44,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,,2.01,0,0,4,95.26,5,15.74,1,35,1,1,16933.5,0,,,,,,,
FCV_1_294,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_295,2017/06/22 18:25:56,06/2017,6,2017,42,2016 Hyundai Tucson,0,0,0,0,50000,1.83,1,1,3,,0,28.97,2,65,0,2,9787.428571,0,,,,,,,
FCV_1_296,2017/06/22 17:48:38,06/2017,6,2017,42,2016 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_297,2017/06/22 18:14:41,06/2017,6,2017,42,2017 Toyota Mirai,1,1,0,0,125000,2.82,1,1,4,146.6,0,51.08,4,45,0,2,21600,0,,,,,,,
FCV_1_298,,,,,35,2017 Toyota Mirai,0,0,0,0,,,,,,108.42,3,10.32,2,45,0,2,,0,,,,,,,
FCV_1_299,2017/06/22 22:37:43,06/2017,6,2017,42,2016 Toyota Mirai,1,0,1,0,175000,2.59,0,1,4,138.53,4,7.71,2,55,0,2,8842.105263,0,,,,,,,
FCV_1_300,2017/06/22 18:56:33,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,175000,2.88,1,1,3,,0,44.15,3,35,0,2,19090.90909,0,,,,,,,
FCV_1_301,,,,,6,2017 Honda Clarity,,,,,,,,,,,,,,,,3,,0,,,,,,,
FCV_1_302,,,,,12,2014 Hyundai Tucson,0,0,0,0,,,,,,,,,,,,3,,0,,,,,,,
FCV_1_303,,,,,9,2016 Toyota Mirai,0,0,1,0,,,,,,,,,,,,3,,0,,,,,,,
FCV_1_304,2017/06/22 20:12:52,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,175000,-3,0,1,2,96.53,5,9.32,6,45,0,5,17850,0,,,,,,,
FCV_1_305,2017/06/22 20:57:50,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,75000,-0.39,1,1,4,136.49,0,28.64,2,55,,2,13500,0,,,,,,,
FCV_1_307,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FCV_1_308,2017/06/22 21:48:33,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,225000,-3,1,1,3,1061.13,5,11.5,4,45,0,3,15428.57143,0,,,,,,,
FCV_1_309,2017/06/22 22:04:50,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,275000,2.68,1,1,4,463.83,55,42.24,4,55,0,4,23082,0,,,,,,,
FCV_1_310,,,,,6,2016 Toyota Mirai,,,,,,,,,,,,,,,,3,,0,,,,,,,
FCV_1_311,2017/06/22 22:02:43,06/2017,6,2017,42,2016 Toyota Mirai,1,0,0,0,125000,2.67,1,1,4,155.59,0,34.81,4,45,0,4,11368.42105,0,,,,,,,
FCV_1_312,,,,,31,2017 Toyota Mirai,0,0,0,0,,,,,,381.71,10,4.03,3,45,0,1,,0,,,,,,,
FCV_1_313,2017/06/22 22:29:35,06/2017,6,2017,42,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_314,,,,,3,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_315,,,,,3,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_316,,,,,18,2016 Hyundai  Tucson,0,0,0,0,,,,,,,,,3,35,0,2,,0,,,,,,,
FCV_1_317,2017/06/23 00:43:07,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,75000,2.06,0,0,3,494.94,1,10.38,1,65,0,1,9688.8,0,,,,,,,
FCV_1_318,,,,,4,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_319,2017/06/23 04:44:21,06/2017,6,2017,42,2016 Toyota Mirai,0,0,1,0,175000,1.68,1,1,2,675.33,12,31.63,2,45,0,2,21818.18182,0,,,,,,,
FCV_1_320,,,,,24,2016 Toyota Mirai,0,0,1,0,,,,,,,,22.38,5,45,0,3,,0,,,,,,,
FCV_1_321,2017/06/23 09:18:13,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,,0.22,0,0,3,284.22,0,11.02,4,45,0,3,8379,0,,,,,,,
FCV_1_322,2017/06/23 09:49:22,06/2017,6,2017,42,2016 Toyota Mirai,0,1,0,0,125000,2.78,1,1,3,28.94,1,24.86,6,55,0,5,12240,0,,,,,,,
FCV_1_323,,,,,3,2012 Mercedes Benz FCell,,,,,,,,,,,,,,,,1,,0,,,,,,,
FCV_1_324,2017/06/23 09:38:42,06/2017,6,2017,42,2017 Toyota Mirai,0,0,0,0,175000,-2.66,1,1,4,1043.44,25,4.57,1,55,0,2,12400,0,,,,,,,
FCV_1_325,2017/06/23 09:46:04,06/2017,6,2017,42,2016 Toyota Mirai,0,1,0,0,500000,2.66,1,1,4,250.56,2,11.96,4,65,0,3,9853.846154,0,,,,,,,
FCV_1_326,2017/06/23 09:45:19,06/2017,6,2017,42,2016 Toyota Mirai,0,0,0,0,175000,2.9,1,1,2,,0,15.37,7,35,1,3,12600,0,,,,,,,
FCV_1_327,2017/06/23 10:20:49,06/2017,6,2017,42,2016 Toyota Mirai,1,0,0,0,75000,2.93,1,1,3,127.9,20,2.06,4,55,0,2,14117.64706,0,,,,,,,
